capacite;effectif_total_candidats;effectif_total_candidates;effectif_total_proposition_admission;effectif_total_admis;effectif_total_admises;effectif_total_admis_boursiers_neo_bac;effectif_total_admis_neo_bac;effectif_admis_meme_academie
24;124;13;46;14;3;4;12;11
48;445;127;229;41;7;10;41;38
48;332;252;178;49;42;11;48;46
35;856;478;128;35;19;13;30;27
42;352;242;126;40;30;4;40;40
35;541;326;95;33;19;11;23;22
24;540;321;116;16;9;6;13;12
30;209;12;96;29;0;18;26;23
24;279;10;73;22;0;19;21;20
60;865;700;207;60;48;33;50;47
24;195;19;73;24;0;13;23;23
24;113;56;69;23;12;10;23;22
35;380;202;125;35;14;12;32;31
25;350;204;127;22;15;4;12;10
25;283;203;97;24;19;11;20;20
14;81;4;45;11;0;7;10;10
30;447;352;112;20;16;2;18;14
10;89;2;40;8;0;5;7;5
18;520;468;81;18;17;9;13;12
52;136;80;63;41;25;7;31;31
26;193;81;53;23;12;10;22;22
70;433;313;159;72;54;0;25;15
25;32;10;26;11;3;2;9;5
40;58;18;45;20;7;1;18;17
40;48;16;44;21;6;3;17;15
40;57;26;54;8;3;0;7;3
24;165;143;60;10;7;5;9;9
96;499;328;357;82;52;7;59;33
28;178;117;88;26;13;8;25;9
24;346;283;70;17;15;4;13;10
72;630;327;259;60;32;15;42;26
157;926;744;485;164;141;17;154;51
25;122;70;56;11;6;2;8;1
95;769;381;469;98;54;3;94;34
10;109;82;23;8;5;0;5;0
36;271;180;96;36;24;4;25;13
30;580;496;114;30;26;11;27;6
15;380;335;35;15;15;2;13;7
13;361;307;36;15;12;8;14;9
7;30;20;12;2;2;1;2;1
20;414;264;141;20;12;1;17;9
15;423;229;66;14;12;1;7;2
30;386;193;84;22;9;14;19;19
24;729;640;118;23;22;12;19;16
12;674;320;87;14;8;5;10;9
28;202;172;106;18;18;3;11;6
16;42;31;38;10;6;4;9;4
12;54;0;43;6;0;3;6;5
15;156;103;39;14;10;2;14;10
16;418;402;55;14;14;6;11;11
15;89;0;61;14;0;7;10;6
19;293;203;43;13;9;7;9;9
12;3;0;3;1;0;0;1;1
25;279;149;90;13;7;2;5;2
38;113;77;94;14;7;5;13;13
32;137;23;97;24;2;4;17;14
20;98;32;41;4;0;0;4;4
35;351;279;104;31;23;5;19;13
35;1285;792;107;35;21;16;28;28
24;173;125;58;14;12;8;13;13
12;74;62;25;13;10;5;7;7
12;714;75;49;11;2;3;11;10
37;702;427;100;38;24;1;30;5
16;200;87;61;21;10;2;5;4
60;460;340;75;24;17;1;13;2
10;41;28;10;2;1;2;2;1
30;473;137;164;21;3;5;14;12
30;160;78;70;14;6;4;14;14
15;354;189;76;14;8;3;10;8
33;567;281;106;35;20;12;31;31
12;42;0;20;2;0;1;2;1
15;820;645;51;9;6;7;9;6
15;101;66;80;7;5;2;4;4
30;270;84;62;33;13;7;21;16
24;518;353;73;23;15;1;7;3
15;213;14;80;12;0;2;4;3
24;296;123;117;18;7;7;18;17
48;658;364;247;26;15;6;25;20
48;673;381;321;22;11;2;21;10
36;403;37;169;38;0;8;38;30
90;1786;1167;532;89;62;21;67;34
35;1355;471;93;35;19;6;22;13
24;288;72;79;12;5;4;9;6
18;203;49;56;15;4;7;12;10
30;320;169;70;31;18;10;28;27
20;48;4;38;5;0;1;5;1
53;636;382;133;49;37;6;41;37
18;286;239;101;13;10;5;9;7
35;695;327;176;33;12;1;30;23
25;212;100;53;15;7;2;6;5
6;18;1;7;1;0;0;1;1
26;282;21;71;22;2;2;11;10
22;181;77;76;11;4;0;5;5
16;176;22;68;14;0;2;14;12
32;409;313;182;27;19;3;12;8
28;352;229;138;24;12;2;14;8
24;480;208;133;12;7;2;8;5
6;18;0;17;4;0;0;4;1
35;2508;1211;273;38;17;19;31;10
15;131;96;49;14;12;4;7;2
35;181;105;101;32;17;11;27;27
24;177;122;77;11;7;1;7;4
17;430;257;71;17;13;2;17;10
40;677;105;126;38;7;5;38;17
15;125;65;50;11;4;2;9;7
18;37;14;14;5;1;0;4;2
15;36;2;24;7;0;3;6;6
18;46;34;31;13;11;2;9;8
70;273;170;107;3;2;0;1;0
15;153;78;22;3;1;0;3;3
15;295;80;106;14;6;4;12;3
10;113;54;42;3;1;0;3;0
45;788;525;228;42;28;0;38;22
350;623;330;430;267;147;61;163;60
20;84;24;25;10;2;2;8;4
17;110;3;43;12;0;7;11;10
15;850;503;37;16;6;1;12;4
44;272;173;159;26;20;2;20;11
24;57;36;42;14;9;4;12;12
24;39;24;19;3;3;2;2;1
18;391;172;63;15;7;2;13;13
18;66;39;40;7;4;3;7;7
28;122;62;63;15;11;6;11;10
36;238;126;124;24;14;4;16;16
14;71;0;33;6;0;2;4;4
40;199;13;98;17;1;4;17;13
12;143;61;37;10;3;3;9;8
22;672;482;166;22;18;10;15;10
15;253;70;53;13;2;3;11;7
14;197;8;70;12;0;2;10;10
12;577;50;83;8;0;0;8;7
12;447;57;62;13;1;2;12;12
14;529;62;79;13;3;4;8;5
72;1413;1081;598;84;66;10;67;27
50;643;340;211;45;23;5;26;19
28;284;138;117;21;8;2;14;12
24;424;207;123;22;15;6;15;12
15;161;94;50;18;14;2;15;14
30;524;18;133;30;4;8;26;7
27;277;189;176;20;15;0;10;7
10;46;23;17;0;0;0;0;0
30;782;194;79;24;11;1;16;9
46;709;392;189;52;30;13;42;39
32;454;47;137;35;1;8;23;20
15;95;78;46;16;14;3;16;6
25;143;71;98;13;5;5;12;12
16;125;85;37;12;10;5;11;11
52;1345;285;549;48;11;9;42;16
5;12;6;3;1;1;0;0;0
8;18;8;5;5;3;0;0;0
30;895;355;149;29;13;2;23;4
15;55;43;35;4;3;2;4;3
15;51;2;31;6;0;0;6;5
60;1353;990;294;59;49;7;22;3
22;160;21;68;12;1;0;11;3
12;51;2;36;8;1;1;5;5
10;276;32;50;13;1;3;11;8
14;206;13;57;13;1;6;10;10
32;148;47;66;5;0;1;3;2
40;2575;1897;207;43;38;9;31;14
9;129;1;41;7;0;0;7;7
6;371;165;11;6;3;2;5;4
25;105;45;37;8;2;1;7;7
19;78;5;47;9;1;3;8;7
18;237;171;45;18;13;6;18;18
12;97;11;57;6;1;1;5;2
40;219;141;109;40;28;4;27;21
14;162;5;40;14;1;4;14;14
32;628;556;138;28;27;15;25;20
15;193;56;48;12;4;0;7;7
30;610;518;149;24;23;14;21;20
16;163;60;62;9;3;3;9;8
24;116;11;48;5;0;1;5;5
14;110;7;31;14;1;1;14;13
12;115;7;42;9;1;0;4;4
15;202;27;43;10;0;3;8;8
12;378;34;52;12;0;1;8;8
36;254;101;116;34;17;4;21;19
32;217;79;72;11;5;2;5;1
15;155;6;37;15;0;9;13;12
10;130;8;38;9;0;2;8;7
12;80;2;46;4;0;0;3;1
25;246;205;70;25;20;5;24;10
38;985;697;58;33;22;0;0;0
11;154;15;35;6;1;2;3;2
24;289;152;71;26;15;6;14;11
15;261;37;55;9;4;0;8;6
15;90;33;39;10;7;0;8;4
10;38;28;15;4;2;0;2;2
14;73;11;26;7;0;0;6;5
30;356;207;65;17;13;1;14;6
35;815;159;210;32;8;5;22;14
10;94;30;36;7;3;1;7;6
25;316;168;49;25;17;2;17;2
24;437;357;127;22;21;3;21;9
22;237;113;92;7;5;0;4;4
18;233;120;84;11;6;4;8;7
10;28;18;19;8;5;1;8;8
14;291;185;73;12;9;5;11;9
84;2009;1579;562;81;71;21;65;19
6;42;1;24;3;1;1;3;2
14;352;143;57;14;7;4;10;2
13;555;452;51;15;13;3;10;5
13;156;14;77;10;0;1;10;10
30;306;149;109;13;7;4;7;6
18;424;287;80;18;13;2;13;1
24;184;75;78;16;8;8;11;8
20;160;52;45;21;7;8;16;14
25;111;51;67;6;2;0;5;4
15;23;15;14;3;2;1;3;3
26;119;42;75;21;11;0;21;21
10;86;1;33;11;0;7;11;11
15;169;34;53;14;0;9;12;10
10;101;49;19;3;1;0;3;3
17;61;37;38;13;9;5;10;10
15;641;81;53;15;4;1;13;7
32;240;169;93;29;25;2;17;12
32;542;407;115;32;26;3;25;16
15;406;90;100;8;5;1;4;2
12;51;42;43;5;5;3;4;3
33;635;497;136;34;24;1;18;12
50;871;648;284;48;38;4;29;23
69;1454;1130;311;69;49;13;40;30
33;555;440;157;33;25;1;6;5
30;50;37;39;7;5;1;6;1
10;32;20;21;3;2;0;2;1
4;58;5;8;4;0;0;2;2
20;134;55;47;14;8;0;14;14
6;59;5;15;6;2;0;1;0
9;38;2;25;5;0;1;4;3
30;532;445;130;31;24;10;17;15
24;1088;736;144;18;14;8;17;11
36;122;97;58;23;23;13;23;22
15;204;165;61;14;11;1;10;0
20;93;81;21;13;13;2;12;2
15;790;545;96;14;14;2;12;9
18;102;39;35;10;6;4;8;8
15;157;64;37;7;3;4;7;7
18;259;27;71;16;2;3;10;8
19;86;37;65;14;5;2;10;6
30;287;28;69;29;1;9;27;26
128;3809;3287;421;128;111;15;74;60
28;177;31;74;17;6;3;10;8
35;234;207;108;30;27;3;23;23
24;371;307;113;23;21;4;13;13
15;45;3;19;5;0;2;5;5
10;33;0;13;6;0;1;6;6
6;20;4;7;0;0;0;0;0
32;321;42;137;19;1;4;16;14
15;110;25;41;8;1;3;5;3
24;687;419;158;23;16;5;17;9
23;847;152;109;24;7;6;20;12
12;52;8;29;8;1;4;6;6
24;350;120;105;15;4;2;6;3
12;198;152;46;10;9;2;4;3
20;180;81;45;17;7;12;16;16
22;1431;718;142;22;9;11;17;11
15;57;14;23;6;0;1;6;6
24;390;9;102;21;0;9;14;13
12;63;50;43;11;9;0;0;0
15;172;99;80;8;4;2;5;5
11;32;1;20;2;0;1;2;2
48;262;26;157;45;4;12;40;32
15;236;131;71;5;2;1;2;1
35;1254;436;414;22;8;1;9;7
35;329;187;146;11;5;0;7;2
24;329;261;104;24;23;2;23;5
30;780;458;128;28;19;6;17;6
90;431;315;286;33;22;3;18;15
15;202;13;45;10;1;7;10;8
32;608;524;174;25;21;10;20;16
18;1338;738;114;11;5;2;8;6
56;943;521;264;55;33;28;53;47
28;1018;74;172;27;2;9;21;11
12;112;9;53;11;0;1;6;6
18;760;360;107;12;8;3;10;7
12;26;0;13;5;0;1;3;3
2000;807;684;802;142;128;22;47;4
1600;721;587;717;124;95;20;29;3
800;39;30;39;8;5;0;1;0
30;390;196;147;13;5;1;11;8
1500;883;178;877;231;44;28;74;9
34;1146;1039;178;35;30;15;22;13
35;972;434;213;37;10;8;29;24
24;574;336;139;15;11;8;12;11
15;247;42;48;12;4;2;7;4
15;196;116;47;10;7;0;7;4
12;124;9;49;9;1;2;9;7
18;76;27;54;7;2;0;2;1
24;512;401;141;16;15;2;13;13
25;423;97;50;25;5;3;17;9
27;247;122;81;14;11;3;9;7
15;561;374;57;16;6;1;10;6
12;168;120;44;12;11;3;10;6
24;40;1;27;12;0;4;11;3
28;361;313;81;24;22;12;13;12
22;87;64;62;8;6;2;7;6
4;163;23;7;4;0;1;4;2
15;38;32;33;11;9;3;4;4
4;102;27;6;4;1;0;0;0
2;40;10;2;2;0;0;0;0
12;87;22;21;10;2;0;3;3
4;61;18;7;3;1;0;1;1
4;457;82;9;4;2;1;2;1
10;233;41;15;8;0;1;6;4
15;111;33;20;12;4;1;3;1
28;337;85;61;28;14;2;24;11
15;106;86;60;9;6;4;6;3
24;252;202;110;13;12;1;8;4
28;71;30;35;13;5;0;5;0
15;595;505;80;17;15;3;13;5
8;154;51;20;8;2;2;6;1
17;251;147;64;16;5;2;7;1
15;614;503;34;14;14;2;13;3
15;431;302;78;16;11;3;12;8
30;1173;758;112;31;25;8;27;16
15;135;109;61;15;13;0;9;0
18;324;202;92;20;13;5;16;2
18;169;104;59;20;12;1;14;4
15;113;88;39;13;10;2;11;4
15;328;250;75;14;11;2;6;2
15;580;384;56;15;13;3;9;6
16;616;394;61;15;13;2;9;1
12;194;92;56;9;6;1;6;1
16;232;189;68;16;14;4;14;2
15;65;41;53;10;6;0;7;0
15;305;184;93;14;11;1;13;7
15;214;190;88;14;13;4;12;2
15;152;134;88;15;13;1;7;3
14;547;493;24;14;13;1;9;2
16;1044;603;59;16;14;4;9;3
18;213;123;89;18;9;1;9;3
15;1237;1110;27;15;15;4;15;1
15;593;364;52;16;8;2;13;4
16;718;596;43;16;15;2;12;1
15;1043;909;36;16;14;1;16;0
15;29;1;27;16;0;2;5;5
7;121;24;13;5;0;0;4;3
15;224;179;54;16;15;0;12;9
16;528;315;57;13;8;2;11;4
23;244;191;105;17;15;1;11;3
12;411;362;68;12;12;2;6;4
12;264;192;52;12;11;3;9;4
12;203;181;35;10;10;2;8;1
12;1609;1297;16;12;8;2;6;4
12;509;434;22;12;9;0;11;3
24;1793;1286;56;24;16;5;22;0
15;1667;1119;41;16;12;1;10;1
17;257;156;62;12;7;2;8;3
15;529;295;62;15;9;2;10;2
15;436;348;42;14;12;0;9;2
14;14;0;9;1;0;1;1;1
3;56;5;8;3;0;0;3;1
6;84;15;16;6;0;2;6;2
25;258;66;56;25;8;2;24;20
22;62;17;52;9;2;2;8;7
15;76;16;31;14;5;2;13;12
34;448;128;106;23;8;9;20;18
12;120;19;43;5;2;2;3;2
20;92;31;68;15;3;4;11;10
24;234;37;66;23;3;6;20;8
60;643;358;461;37;20;4;27;23
10;227;33;19;10;2;4;10;10
10;159;21;20;9;3;7;9;9
110;2267;488;1958;86;18;4;86;35
5;117;12;22;8;2;0;8;6
70;1990;410;1492;47;8;2;47;9
5;206;94;155;7;4;0;0;0
5;97;5;66;7;0;1;7;7
2;87;8;29;4;2;1;4;0
2;91;9;23;2;0;0;2;0
110;320;185;292;80;44;5;18;1
15;3;3;3;0;0;0;0;0
12;200;148;66;4;3;1;3;3
36;6376;5358;513;36;33;5;12;9
49;2837;2461;612;49;43;4;26;19
84;1704;1461;653;79;61;7;42;24
218;5381;4652;1249;219;180;35;70;34
86;3302;2623;1143;77;66;11;41;30
147;3676;2929;1206;140;112;27;79;63
46;3507;2947;853;45;44;6;34;17
139;2923;2500;691;139;129;18;69;63
36;1879;1606;352;35;33;5;22;21
64;1815;1556;717;64;58;10;36;12
50;3803;3157;922;54;49;7;33;20
173;5933;4963;1080;173;147;17;80;68
71;5156;4319;1172;71;63;8;38;32
65;4272;3542;1167;65;57;6;33;24
93;4472;3500;1677;91;75;12;54;49
97;3539;2763;1113;96;84;29;72;69
97;3901;3076;944;97;75;20;73;70
165;5439;4303;1311;165;140;41;118;114
118;3992;3069;1320;118;98;31;83;82
122;5725;4430;1228;120;94;43;77;73
61;2386;1906;859;59;45;8;31;17
73;5803;4886;1292;73;69;10;42;35
198;9475;7980;1697;198;180;31;122;72
70;8714;7361;1762;70;60;12;37;23
149;7709;6505;1802;150;124;18;73;46
55;7316;6173;1222;55;49;7;34;30
111;8677;7290;1335;111;99;31;68;42
134;10184;8566;1353;134;115;13;71;49
62;7787;6479;1013;67;57;8;41;32
72;7678;6461;1190;70;64;13;36;20
51;7002;5827;655;51;49;9;33;24
73;3672;2975;877;73;60;12;51;49
49;2697;2203;756;48;41;6;32;17
60;4133;3500;711;60;51;8;43;26
73;3955;3339;873;73;60;5;45;34
197;4362;3716;1228;197;174;22;150;120
147;3391;2890;1170;149;125;20;81;48
41;3646;3125;636;39;31;7;23;16
75;2974;2537;931;76;66;5;41;14
86;2999;2420;1156;85;68;16;53;41
158;3483;2837;1218;157;130;22;86;81
64;2660;2235;786;67;61;10;37;27
79;3542;2975;737;81;69;11;46;38
107;4272;3612;621;109;94;24;61;41
70;4096;3379;522;70;58;11;37;31
45;2673;2176;770;45;39;4;34;34
100;6342;5246;1280;100;83;12;59;50
71;6356;5267;1423;71;55;12;32;24
100;3085;2573;1224;99;83;14;50;33
63;3007;2542;1105;68;61;18;41;32
124;4849;4119;1054;120;107;19;76;61
51;2991;2585;958;51;41;9;28;23
62;3681;3208;892;54;45;17;27;24
191;6922;6024;1662;177;168;45;103;45
155;5488;4757;1366;145;138;33;74;46
74;3073;2596;709;73;65;13;41;35
15;138;40;41;15;4;8;12;12
12;144;27;28;12;6;1;12;5
138;6141;5167;630;138;122;11;80;59
85;2593;2176;700;84;66;12;46;42
88;2691;2222;696;88;73;12;60;58
12;130;122;15;13;13;3;5;5
12;145;133;10;7;7;1;4;4
12;118;104;15;7;5;1;4;4
17;350;324;63;17;16;3;7;2
12;115;31;27;9;2;3;6;6
10;42;19;27;7;4;0;3;0
30;322;160;115;26;17;2;11;5
26;124;65;26;8;3;0;1;0
46;131;101;61;47;35;6;19;17
37;193;177;68;36;36;2;8;7
15;54;49;32;17;15;0;6;4
2;26;0;7;2;0;0;1;1
37;764;713;65;35;33;5;13;6
40;88;38;83;13;4;0;6;5
28;119;108;69;30;27;4;13;8
15;182;75;50;14;4;3;9;8
50;130;119;70;51;48;4;22;18
51;256;203;145;52;44;3;22;4
28;214;191;64;20;16;0;5;2
52;268;249;109;35;30;4;14;4
12;780;497;33;10;10;2;8;3
34;330;316;63;34;33;1;13;10
24;111;79;51;14;12;3;13;10
15;104;5;50;11;1;4;7;5
20;322;207;115;13;9;0;8;7
85;5416;4431;1203;88;73;10;48;32
75;5571;4552;1400;74;70;8;45;38
56;4629;3746;1394;54;45;7;31;20
84;5973;4866;905;84;73;10;49;27
26;292;279;62;26;25;1;10;8
8;140;69;38;8;3;2;8;4
12;123;6;40;8;1;4;7;7
15;229;212;81;15;14;2;10;3
10;82;26;32;7;1;0;5;1
15;801;656;50;14;14;1;13;8
15;211;116;61;15;7;4;11;3
15;411;259;72;15;11;4;12;9
15;510;352;51;15;13;6;14;8
15;13;2;2;0;0;0;0;0
25;315;252;96;22;21;2;16;9
25;558;358;98;24;20;8;21;9
16;647;425;53;16;13;1;15;6
30;237;108;123;8;1;2;7;7
18;147;108;78;17;11;0;10;8
30;417;311;110;32;25;3;26;12
15;300;250;77;13;11;3;9;1
15;299;199;72;13;6;5;10;6
15;566;458;87;15;14;1;12;6
16;473;276;33;16;11;0;13;1
15;702;479;64;16;11;0;12;7
15;706;594;76;16;15;2;15;7
105;562;328;244;115;82;11;107;90
15;858;521;22;14;11;2;13;5
15;487;397;60;15;8;1;14;3
116;5370;1307;2247;118;21;15;115;67
170;158;102;121;61;46;4;48;12
72;828;118;244;76;8;4;71;53
36;492;97;315;11;4;1;10;2
96;1393;253;755;87;9;2;83;47
200;381;310;282;87;73;11;73;38
12;68;6;35;11;0;5;8;6
16;450;253;57;16;10;2;16;8
16;1358;865;42;16;9;3;14;5
10;304;247;35;10;9;3;10;1
15;209;208;48;14;14;3;7;7
15;115;101;28;14;13;1;5;1
9;19;2;18;3;0;1;3;3
15;75;15;43;14;4;1;9;8
15;89;19;59;9;4;3;8;7
40;135;113;73;39;32;1;10;8
30;139;134;53;32;29;1;12;8
48;193;165;89;51;47;0;9;9
28;1268;267;189;26;8;6;17;7
50;359;297;91;43;37;2;6;3
6;12;10;8;6;5;1;3;3
23;311;290;42;24;23;0;4;1
15;9;6;3;2;1;0;1;1
45;257;246;84;50;48;1;16;7
18;76;63;19;18;15;2;10;10
31;229;205;73;31;28;1;10;7
50;195;166;79;49;39;9;28;25
37;157;153;68;29;28;1;8;3
11;20;17;12;7;7;0;2;1
24;90;79;34;24;21;1;10;10
59;264;209;83;58;44;4;22;15
90;259;206;165;80;62;9;34;24
30;208;200;49;30;29;2;10;3
55;298;252;80;55;45;2;13;8
9;106;94;15;9;9;0;2;1
19;215;181;47;19;16;2;4;3
20;83;61;40;4;4;2;4;3
15;11;5;0;0;0;0;0;0
23;77;72;48;19;17;1;6;1
15;268;258;52;17;17;0;4;3
40;135;131;58;40;40;3;15;14
68;209;168;104;67;61;1;14;12
120;250;233;185;67;63;8;34;10
26;99;95;57;33;33;2;15;11
6;168;14;47;8;0;1;5;5
20;113;65;91;12;7;2;5;5
20;103;78;87;12;11;0;7;3
18;214;186;94;15;11;2;10;5
18;149;120;74;18;15;5;15;11
15;893;722;45;14;11;2;12;0
10;6;6;5;0;0;0;0;0
24;664;569;123;25;22;12;21;15
12;208;22;80;9;1;1;8;8
32;463;237;151;29;21;12;24;24
29;651;441;199;28;14;4;19;16
24;1385;853;138;26;18;5;17;12
15;517;369;63;15;11;1;10;2
12;110;61;28;3;2;0;1;0
30;415;313;118;19;16;5;15;15
30;997;118;115;29;2;7;18;17
12;38;4;36;12;1;2;6;5
10;19;0;18;4;0;2;4;4
52;1100;204;230;41;6;3;37;28
80;3035;2465;849;79;66;7;40;40
42;926;158;184;24;0;1;19;14
36;776;128;160;25;2;3;23;16
75;835;145;238;39;4;3;34;31
14;89;79;30;14;12;2;5;5
14;21;1;16;4;0;4;4;4
18;7718;6431;856;18;16;6;11;5
20;89;82;57;15;15;2;6;6
96;3276;2670;843;95;79;24;72;69
66;2407;1968;619;66;53;10;44;23
12;32;2;19;4;0;0;4;3
32;848;740;164;28;25;8;25;22
25;3685;3077;154;25;23;1;15;2
37;117;109;66;20;19;1;15;15
42;293;273;72;42;40;3;8;5
20;240;194;65;21;20;5;13;9
24;158;110;74;20;17;1;14;12
15;208;107;66;15;7;1;6;5
30;688;207;399;27;9;1;17;8
120;607;289;469;95;45;5;77;20
24;265;125;99;18;7;2;13;9
15;865;569;65;16;14;1;13;1
35;83;38;68;7;2;2;6;6
10;38;2;21;5;0;1;4;2
22;155;16;42;24;2;9;24;24
24;360;273;65;19;16;4;16;16
24;270;173;79;24;18;6;21;20
26;185;166;52;26;26;10;23;23
75;1840;1136;516;78;60;5;71;8
5;161;37;15;6;4;1;6;3
15;72;43;27;13;5;1;10;0
5;36;11;28;3;2;1;3;0
36;1419;379;1194;10;1;1;10;4
180;909;488;586;161;92;7;147;67
4;46;23;15;8;6;2;8;1
5;127;96;12;5;5;0;5;0
35;610;392;265;33;20;2;23;6
6;48;44;6;5;5;0;1;0
17;303;265;38;17;16;0;7;2
220;3359;1385;1420;118;48;5;111;42
25;351;212;44;25;12;2;17;5
55;336;210;161;63;38;5;57;11
20;864;807;54;20;19;3;6;3
34;158;132;63;34;29;1;14;7
200;4578;1850;2167;81;34;0;72;25
300;6455;2753;3033;344;108;9;325;180
60;3539;1671;1535;52;24;6;42;5
60;3983;1719;1705;53;24;2;44;25
100;3929;1771;1973;93;51;3;87;20
80;1354;610;600;82;48;7;73;25
260;8041;3534;802;283;129;11;260;72
14;256;170;18;13;11;1;2;0
50;112;84;32;22;17;4;17;12
15;237;138;15;14;9;0;7;2
110;241;121;156;44;20;1;34;7
135;559;302;375;128;59;6;104;55
41;702;640;88;41;39;0;13;1
175;791;335;417;165;70;13;137;101
45;555;212;411;20;7;0;11;11
25;302;129;212;7;2;0;3;3
180;4480;1920;940;100;43;4;79;39
120;1966;1890;205;120;114;3;38;2
15;343;219;39;15;10;0;0;0
30;1417;696;1013;47;30;5;43;14
15;134;103;49;14;14;2;13;5
25;1565;1511;91;24;23;1;7;3
27;692;424;66;27;18;11;18;18
24;142;113;71;14;13;3;9;8
15;420;86;26;14;4;2;7;6
4;375;79;8;4;1;0;0;0
17;449;95;40;15;5;0;7;5
14;112;26;26;13;2;0;6;5
58;181;118;155;25;13;1;9;1
12;250;133;19;12;3;1;6;2
4;228;195;9;4;3;0;4;1
27;499;432;85;27;23;3;12;6
20;361;48;33;20;5;3;16;12
14;31;5;11;2;0;0;2;2
30;2607;907;724;30;12;10;26;8
20;206;86;40;17;8;0;13;6
120;337;50;193;55;9;6;36;17
25;260;188;52;25;19;1;22;7
35;354;132;237;35;10;7;21;7
20;330;261;89;20;18;1;13;5
10;178;143;66;9;4;2;9;7
40;141;64;107;22;8;1;19;3
40;89;65;73;14;12;0;12;3
31;1147;989;121;31;27;4;23;15
25;856;341;44;26;19;1;24;1
45;2258;2179;160;45;45;3;35;13
50;2242;2164;159;50;50;5;41;11
25;2244;2164;84;25;25;1;21;6
30;1988;1916;171;30;30;0;23;13
20;785;515;180;19;11;1;6;4
55;891;757;203;55;38;6;19;2
30;618;535;60;30;26;1;10;7
52;3097;2615;659;52;44;9;38;28
35;1573;1525;143;35;34;2;21;3
35;1510;1465;136;35;33;1;20;3
3;14;14;3;3;3;0;0;0
12;117;27;52;5;0;2;4;4
56;637;161;123;56;10;7;41;36
100;522;309;224;100;63;2;75;13
100;2386;2301;189;100;98;4;60;8
15;173;93;46;5;2;0;2;1
50;3338;976;773;49;21;4;39;9
20;42;24;33;7;6;7;7;7
27;221;73;106;19;8;1;11;7
25;107;63;57;14;7;5;11;10
5;121;29;34;4;2;0;1;0
50;1278;825;163;66;47;12;62;7
35;385;370;60;33;33;0;15;13
25;118;85;97;16;9;0;14;4
9;268;55;129;5;1;0;3;2
30;414;350;101;30;28;3;14;9
35;1015;675;142;33;29;0;10;4
20;79;2;70;3;0;0;2;0
5;29;11;28;2;0;0;0;0
72;395;271;291;58;38;3;41;16
30;287;228;232;30;25;1;19;5
24;289;127;53;23;12;10;19;19
35;357;177;171;28;9;7;21;20
30;1004;601;193;21;15;8;16;13
12;65;53;32;12;11;5;10;2
12;132;104;25;12;12;0;6;4
20;148;142;87;8;8;0;5;2
22;155;134;73;18;17;9;14;12
17;373;304;66;17;9;6;13;3
35;2386;1761;306;32;27;4;20;16
30;150;75;81;33;20;1;10;7
14;185;18;57;11;0;1;9;9
24;499;389;124;19;14;2;10;8
12;93;20;45;11;3;2;8;8
12;484;325;110;11;8;2;6;4
18;408;146;75;16;3;7;15;10
12;193;120;55;13;11;1;13;11
35;127;88;81;23;19;1;9;8
15;103;49;41;4;1;0;3;1
12;216;40;63;11;3;1;6;3
34;1092;459;194;28;17;7;21;20
30;368;125;135;20;1;3;12;11
35;253;72;120;34;11;4;24;12
24;459;263;58;25;12;4;4;0
11;3;0;3;3;0;1;2;2
10;67;35;26;8;4;0;8;3
82;2019;1570;427;83;74;13;59;23
10;85;51;62;4;1;0;0;0
40;860;190;488;14;1;0;12;8
25;647;76;183;16;2;4;14;3
35;629;72;330;40;6;10;31;9
19;310;197;71;19;13;5;17;9
20;677;393;80;20;9;2;11;1
40;3627;2808;164;40;29;3;40;13
40;3705;2870;161;40;32;9;40;8
17;573;119;19;15;3;2;7;4
22;1027;362;834;5;4;0;5;4
30;1938;394;1304;26;1;2;26;14
30;138;65;27;6;2;1;5;1
13;1505;383;1246;8;2;2;8;2
5;165;58;132;0;0;0;0;0
3;121;40;97;2;0;0;0;0
10;60;19;34;15;5;6;15;3
36;809;390;269;33;15;1;24;3
13;220;151;60;7;6;1;7;2
16;237;142;53;7;5;2;7;6
90;926;568;138;100;70;12;100;8
28;272;68;66;23;2;8;18;18
48;508;211;252;27;15;5;24;18
24;154;76;81;4;3;0;4;4
40;309;124;153;19;10;4;16;15
48;356;148;244;31;6;1;28;23
35;265;115;141;21;6;1;20;17
24;413;169;245;12;5;0;12;6
45;144;78;102;26;11;3;24;23
10;168;72;86;9;3;0;3;3
24;638;263;204;19;8;0;18;5
72;1294;589;569;70;23;2;69;19
48;1820;862;454;48;27;6;46;9
48;407;166;243;37;9;4;35;32
48;527;241;321;22;8;0;20;14
40;734;333;355;34;16;2;33;25
48;740;340;327;40;18;6;32;24
48;719;341;332;44;24;4;43;30
48;1880;937;183;50;29;5;48;24
48;1232;551;438;52;24;7;49;18
48;2047;1073;808;37;21;7;37;13
48;233;106;122;16;7;3;15;12
24;313;167;208;5;3;0;4;4
48;351;177;204;19;9;4;17;17
48;1255;537;324;47;24;3;44;26
24;809;352;376;24;6;1;23;19
38;838;437;433;38;23;9;37;24
40;311;147;187;13;7;0;12;10
48;504;192;312;39;12;2;38;31
24;2405;1242;174;24;13;4;24;14
23;985;479;347;26;10;0;25;9
30;530;256;254;19;7;1;19;15
24;506;206;293;18;5;2;18;12
24;473;193;214;21;11;0;18;11
45;1331;283;134;44;10;4;44;22
24;957;440;363;24;18;0;23;19
24;624;301;331;18;7;3;16;13
20;1577;807;269;20;12;0;20;12
